,property_id,street,suburb,state,postcode,latitude,longitude,price,bedrooms,bathrooms,parking,property_type,carpark_flag,price_rent,coordinate,postcode_property_count
1116,15988525,g06/143-147 riversdale road,HAWTHORN,VIC,3122,-37.82898,145.038727,$525 PW / $2281 PCM,2,1,1,Apartment / Unit / Flat,0,525.0,"[-37.82898, 145.038727]",149
1132,16067552,1/42a hawthorn grove,HAWTHORN,VIC,3122,-37.81576,145.032837,$450.00,2,1,1,Apartment / Unit / Flat,0,450.0,"[-37.81576, 145.032837]",149
1146,16077116,5/32-34 johnson street,HAWTHORN,VIC,3122,-37.81732,145.038452,$495 Per Week,2,1,2,Apartment / Unit / Flat,0,495.0,"[-37.81732, 145.038452]",149
1140,14945619,30/29-35 lynch street,HAWTHORN,VIC,3122,-37.8216324,145.034653,$250.00 per week,1,1,0,Apartment / Unit / Flat,0,250.0,"[-37.8216324, 145.034653]",149
1221,14847465,10/45 church street,HAWTHORN,VIC,3122,-37.8146973,145.022186,"$415pw/$1,803pcm",2,1,1,Apartment / Unit / Flat,0,415.0,"[-37.8146973, 145.022186]",149
6434,15847018,108/55 camberwell road,HAWTHORN EAST,VIC,3123,-37.82587,145.050644,$560,2,1,1,Apartment / Unit / Flat,0,560.0,"[-37.82587, 145.050644]",111
6491,16054461,26 campbell grove,HAWTHORN EAST,VIC,3123,-37.8337822,145.049438,"$1,360.00",3,2,4,Townhouse,0,1360.0,"[-37.8337822, 145.049438]",111
6388,16004753,312/32 lilydale grove,HAWTHORN EAST,VIC,3123,-37.82326,145.047653,$460 per week,2,1,1,Apartment / Unit / Flat,0,460.0,"[-37.82326, 145.047653]",111
6480,16069694,3/11 stewart street,HAWTHORN EAST,VIC,3123,-37.8226624,145.055435,$390.00,2,1,1,Apartment / Unit / Flat,0,390.0,"[-37.8226624, 145.055435]",111
6456,8676187,505/2 eastern place,HAWTHORN EAST,VIC,3123,-37.8233948,145.04567,$195 per week - Then $245 per week from 10/02/2023,1,1,0,Studio,0,195.0,"[-37.8233948, 145.04567]",111
6418,14485935,610/30-32 lilydale grove,HAWTHORN EAST,VIC,3123,-37.8230743,145.047623,$380.00,1,1,1,Apartment / Unit / Flat,0,380.0,"[-37.8230743, 145.047623]",111
6486,16060859,107/795 toorak road,HAWTHORN EAST,VIC,3123,-37.8452377,145.044662,THE DEAL: $500 PER WEEK,2,2,1,Apartment / Unit / Flat,0,500.0,"[-37.8452377, 145.044662]",111
6387,16005379,13/82 campbell road,HAWTHORN EAST,VIC,3123,-37.83399,145.0547,$330.00,2,1,0,Apartment / Unit / Flat,0,330.0,"[-37.83399, 145.0547]",111
6424,16063643,403/1 porter street,HAWTHORN EAST,VIC,3123,-37.8290672,145.055008,$500,1,1,1,Apartment / Unit / Flat,0,500.0,"[-37.8290672, 145.055008]",111
6458,16046102,313/757 toorak road,HAWTHORN EAST,VIC,3123,-37.8449364,145.042175,$540,2,2,1,Apartment / Unit / Flat,0,540.0,"[-37.8449364, 145.042175]",111
6417,14951481,5/30 munro street,HAWTHORN EAST,VIC,3123,-37.8296471,145.046448,$750 pw Furnished,2,2,1,Apartment / Unit / Flat,0,750.0,"[-37.8296471, 145.046448]",111
6402,16077226,103a pleasant road,HAWTHORN EAST,VIC,3123,-37.8350868,145.055435,$1550.00 per week,4,3,2,Townhouse,0,1550.0,"[-37.8350868, 145.055435]",111
6485,16065863,ug05 /708 burwood road,HAWTHORN EAST,VIC,3123,-37.824604,145.050552,$625 per week,2,2,1,Apartment / Unit / Flat,0,625.0,"[-37.824604, 145.050552]",111
6415,16017107,8/115 victoria road,HAWTHORN EAST,VIC,3123,-37.82262,145.053574,$430.00,2,1,1,Apartment / Unit / Flat,0,430.0,"[-37.82262, 145.053574]",111
6394,15899401,4/2 lisson grove,HAWTHORN EAST,VIC,3123,-37.8265,145.026535,$395.00,2,1,0,Apartment / Unit / Flat,0,395.0,"[-37.8265, 145.026535]",111
6481,16068361,1/26 redfern road,HAWTHORN EAST,VIC,3123,-37.8303871,145.0527,$850.00,3,2,2,Townhouse,0,850.0,"[-37.8303871, 145.0527]",111
6442,16069695,3/11 stewart street,HAWTHORN EAST,VIC,3123,-37.8226624,145.055435,$390.00,2,1,1,Apartment / Unit / Flat,0,390.0,"[-37.8226624, 145.055435]",111
6427,16044072,6/799 burwood road,HAWTHORN EAST,VIC,3123,-37.82437,145.052658,$425,2,1,1,House,0,425.0,"[-37.82437, 145.052658]",111
6393,15911307,10/130 rathmines road,HAWTHORN EAST,VIC,3123,-37.82079,145.052277,$375.00,2,1,1,Apartment / Unit / Flat,0,375.0,"[-37.82079, 145.052277]",111
6484,16066989,15/40 harold street,HAWTHORN EAST,VIC,3123,-37.8280029,145.054489,$600,2,2,1,House,0,600.0,"[-37.8280029, 145.054489]",111
6455,10321666,4/317 riversdale road,HAWTHORN EAST,VIC,3123,-37.83014,145.0485,$400.00 per week,2,1,2,Apartment / Unit / Flat,0,400.0,"[-37.83014, 145.0485]",111
6389,15967421,1/25 auburn grove,HAWTHORN EAST,VIC,3123,-37.82544,145.0479,$465.00,2,1,2,Apartment / Unit / Flat,0,465.0,"[-37.82544, 145.0479]",111
6403,16076834,103 pleasant road,HAWTHORN EAST,VIC,3123,-37.8350868,145.055435,"$1,850 per week",4,4,2,Townhouse,0,1850.0,"[-37.8350868, 145.055435]",111
6446,16048770,a103/36 lilydale grove,HAWTHORN EAST,VIC,3123,-37.8232765,145.047913,$460 per week,2,1,1,Apartment / Unit / Flat,0,460.0,"[-37.8232765, 145.047913]",111
6428,16042107,4 clive road,HAWTHORN EAST,VIC,3123,-37.8311729,145.049911,$950.00 per week,3,3,3,House,0,950.0,"[-37.8311729, 145.049911]",111
6487,16058606,3/24 auburn grove,HAWTHORN EAST,VIC,3123,-37.82588,145.0474,$400.00,2,1,1,Apartment / Unit / Flat,0,400.0,"[-37.82588, 145.0474]",111
6496,16029073,2 airedale avenue,HAWTHORN EAST,VIC,3123,-37.8381348,145.0429,"$1,800.00",4,2,4,House,0,1800.0,"[-37.8381348, 145.0429]",111
6465,16019544,105/1045 burke road,HAWTHORN EAST,VIC,3123,-37.82115,145.058258,$545.00,2,2,1,Apartment / Unit / Flat,0,545.0,"[-37.82115, 145.058258]",111
6423,16067031,516/480 riversdale road,HAWTHORN EAST,VIC,3123,-37.83169,145.056061,$550.00,2,2,1,Apartment / Unit / Flat,0,550.0,"[-37.83169, 145.056061]",111
6483,16067030,516/480 riversdale road,HAWTHORN EAST,VIC,3123,-37.83169,145.056061,$550.00,2,2,1,Apartment / Unit / Flat,0,550.0,"[-37.83169, 145.056061]",111
6425,16059309,314/30-32 lilydale grove,HAWTHORN EAST,VIC,3123,-37.82316,145.0476,$390 weekly,1,1,1,Apartment / Unit / Flat,0,390.0,"[-37.82316, 145.0476]",111
6391,15945197,70 auburn parade,HAWTHORN EAST,VIC,3123,-37.82655,145.056122,$650.00 per week,2,1,0,House,0,650.0,"[-37.82655, 145.056122]",111
6489,16055910,3/552 barkers road,HAWTHORN EAST,VIC,3123,-37.8176041,145.057678,$370.06,2,1,2,Apartment / Unit / Flat,0,370.0,"[-37.8176041, 145.057678]",111
6395,15824758,9/305 riversdale road,HAWTHORN EAST,VIC,3123,-37.8300247,145.047577,$365.00,1,1,1,Apartment / Unit / Flat,0,365.0,"[-37.8300247, 145.047577]",111
6457,16065496,106/5-7 montrose street,HAWTHORN EAST,VIC,3123,-37.82348,145.046448,$360 weekly,1,1,1,Apartment / Unit / Flat,0,360.0,"[-37.82348, 145.046448]",111
6492,16053841,4/2 clifton road,HAWTHORN EAST,VIC,3123,-37.8443832,145.04953,$520 per week,2,1,1,Apartment / Unit / Flat,0,520.0,"[-37.8443832, 145.04953]",111
6479,16073848,2/841 toorak road,HAWTHORN EAST,VIC,3123,-37.8450775,145.0507,$570,3,1,1,Apartment / Unit / Flat,0,570.0,"[-37.8450775, 145.0507]",111
6494,16049789,5/44 auburn grove,HAWTHORN EAST,VIC,3123,-37.825943,145.049,650 per week,3,1,2,Townhouse,0,650.0,"[-37.825943, 145.049]",111
6443,16069549,3/7 bonfield avenue,HAWTHORN EAST,VIC,3123,-37.84239,145.051468,$450.00,2,1,1,Apartment / Unit / Flat,0,450.0,"[-37.84239, 145.051468]",111
6459,16042863,11/2 freeman st,HAWTHORN EAST,VIC,3123,-37.8221664,145.051971,$275.00,1,1,0,Apartment / Unit / Flat,0,275.0,"[-37.8221664, 145.051971]",111
6467,16015910,6 henham street,HAWTHORN EAST,VIC,3123,-37.83911,145.047073,"$1,395.00",4,3,3,House,0,1395.0,"[-37.83911, 145.047073]",111
6450,14609244,410/138 camberwell road,HAWTHORN EAST,VIC,3123,-37.82889,145.053574,$430/w,1,1,1,Apartment / Unit / Flat,0,430.0,"[-37.82889, 145.053574]",111
6401,16077977,120/102 camberwell road,HAWTHORN EAST,VIC,3123,-37.8279343,145.052216,$550 per week,2,2,1,Apartment / Unit / Flat,0,550.0,"[-37.8279343, 145.052216]",111
6390,15957506,1/109 victoria road,HAWTHORN EAST,VIC,3123,-37.8225441,145.053085,$400.00,2,1,1,Apartment / Unit / Flat,0,400.0,"[-37.8225441, 145.053085]",111
6421,16067513,14/111 victoria road,HAWTHORN EAST,VIC,3123,-37.82256,145.053345,$335.00,1,1,1,Apartment / Unit / Flat,0,335.0,"[-37.82256, 145.053345]",111
6493,16051695,14/111 victoria road,HAWTHORN EAST,VIC,3123,-37.82256,145.053345,$335.00,1,1,1,Apartment / Unit / Flat,0,335.0,"[-37.82256, 145.053345]",111
6411,16049739,31/219-227 auburn road,HAWTHORN EAST,VIC,3123,-37.8279266,145.04422,$385.00,1,1,1,Apartment / Unit / Flat,0,385.0,"[-37.8279266, 145.04422]",111
6471,15992943,411/138 camberwell road,HAWTHORN EAST,VIC,3123,-37.82889,145.053574,$500.00,2,2,1,Apartment / Unit / Flat,0,500.0,"[-37.82889, 145.053574]",111
6429,16040990,7 council street,HAWTHORN EAST,VIC,3123,-37.83017,145.054382,$510 per week,3,1,1,House,0,510.0,"[-37.83017, 145.054382]",111
6462,16028793,210b /55 camberwell road,HAWTHORN EAST,VIC,3123,-37.82587,145.050644,$600 per week,2,2,1,Apartment / Unit / Flat,0,600.0,"[-37.82587, 145.050644]",111
6437,14342272,3 redfern road,HAWTHORN EAST,VIC,3123,-37.8294334,145.053543,$800.00 per week,3,2,1,House,0,800.0,"[-37.8294334, 145.053543]",111
6432,15941834,3/12 auburn grove,HAWTHORN EAST,VIC,3123,-37.8257866,145.046219,$300 pw,1,1,1,Apartment / Unit / Flat,0,300.0,"[-37.8257866, 145.046219]",111
6436,14758125,107/2 eastern place,HAWTHORN EAST,VIC,3123,-37.8233948,145.04567,$240 per week,1,1,0,Studio,0,240.0,"[-37.8233948, 145.04567]",111
6472,15981811,301/469 riversdale road,HAWTHORN EAST,VIC,3123,-37.8310242,145.055435,$895 Per Week,2,2,2,Apartment / Unit / Flat,0,895.0,"[-37.8310242, 145.055435]",111
6405,16071773,6/147 victoria road,HAWTHORN EAST,VIC,3123,-37.82301,145.055756,$430 per week,2,1,2,Apartment / Unit / Flat,0,430.0,"[-37.82301, 145.055756]",111
6397,15673313,14 bethune street,HAWTHORN EAST,VIC,3123,-37.84236,145.0488,"$1,000.00",4,2,2,House,0,1000.0,"[-37.84236, 145.0488]",111
8407,16057933,224 wattle valley road,CAMBERWELL,VIC,3124,-37.8478928,145.079849,"$1,150",4,2,3,House,0,1150.0,"[-37.8478928, 145.079849]",78
8375,15959580,104/1280 toorak road,CAMBERWELL,VIC,3124,-37.8495865,145.086014,$490.00,2,2,1,Apartment / Unit / Flat,0,490.0,"[-37.8495865, 145.086014]",78
8358,16071381,6 fairfield avenue,CAMBERWELL,VIC,3124,-37.8415451,145.056,"$1,300 per week",5,2,2,House,0,1300.0,"[-37.8415451, 145.056]",78
8391,15957161,232 highfield road,CAMBERWELL,VIC,3124,-37.8462219,145.083084,$850 per week,4,2,2,House,0,850.0,"[-37.8462219, 145.083084]",78
8362,16063669,6/9 eddy street,CAMBERWELL,VIC,3124,-37.8471642,145.073517,$420.00,2,1,1,Apartment / Unit / Flat,0,420.0,"[-37.8471642, 145.073517]",78
8431,15987027,36 cooloongatta road,CAMBERWELL,VIC,3124,-37.83729,145.0759,$700.00,3,2,2,House,0,700.0,"[-37.83729, 145.0759]",78
8415,16077007,2/45 cornell street,CAMBERWELL,VIC,3124,-37.8392143,145.091827,"$1,150.00",4,3,2,Townhouse,0,1150.0,"[-37.8392143, 145.091827]",78
8367,16053293,203/436 burke road,CAMBERWELL,VIC,3124,-37.84388,145.054642,$490.00,2,2,1,Apartment / Unit / Flat,0,490.0,"[-37.84388, 145.054642]",78
8420,16066736,3/6 gilmour rd,CAMBERWELL,VIC,3124,-37.8412,145.091171,"$1,500.00",4,3,2,Townhouse,0,1500.0,"[-37.8412, 145.091171]",78
8383,16013980,7 wandin road,CAMBERWELL,VIC,3124,-37.8319778,145.068832,$925 per week,4,3,2,House,0,925.0,"[-37.8319778, 145.068832]",78
8397,16072611,2/22 donna buang st,CAMBERWELL,VIC,3124,-37.84529,145.066345,$480.00,2,1,1,Apartment / Unit / Flat,0,480.0,"[-37.84529, 145.066345]",78
8421,16066506,g43/347 camberwell road,CAMBERWELL,VIC,3124,-37.8342056,145.060486,$430.00,1,1,1,Apartment / Unit / Flat,0,430.0,"[-37.8342056, 145.060486]",78
8363,16063613,402/6 butler street,CAMBERWELL,VIC,3124,-37.8330078,145.06,$430.00,1,1,1,Apartment / Unit / Flat,0,430.0,"[-37.8330078, 145.06]",78
8387,16003445,28 russell street,CAMBERWELL,VIC,3124,-37.8246536,145.063431,$1600 Per week including Pool Maintenance,4,2,3,House,0,1600.0,"[-37.8246536, 145.063431]",78
8361,16063689,2/14 donna buang street,CAMBERWELL,VIC,3124,-37.845,145.065536,$585.00,2,1,1,Apartment / Unit / Flat,0,585.0,"[-37.845, 145.065536]",78
8365,16061850,4/28 donna buang street,CAMBERWELL,VIC,3124,-37.8451576,145.067047,$450.00 per week,2,1,1,Apartment / Unit / Flat,0,450.0,"[-37.8451576, 145.067047]",78
8376,15823520,2/3 wanawong crescent,CAMBERWELL,VIC,3124,-37.8426361,145.075851,$420.00,2,1,1,Apartment / Unit / Flat,0,420.0,"[-37.8426361, 145.075851]",78
8386,16005124,59 fairview avenue,CAMBERWELL,VIC,3124,-37.84507,145.0936,$505 pw,3,1,2,House,0,505.0,"[-37.84507, 145.0936]",78
8413,15839478,105/776-780 riversdale road,CAMBERWELL,VIC,3124,-37.8340759,145.078476,$450.00 Per Week,2,1,1,Apartment / Unit / Flat,0,450.0,"[-37.8340759, 145.078476]",78
8372,16017163,12 crellin grove,CAMBERWELL,VIC,3124,-37.84268,145.081573,$850.00,4,2,1,House,0,850.0,"[-37.84268, 145.081573]",78
8422,16058016,423/347 camberwell rd,CAMBERWELL,VIC,3124,-37.8342056,145.060486,$375.00,1,1,1,Apartment / Unit / Flat,0,375.0,"[-37.8342056, 145.060486]",78
8428,16008455,g03/53 seymour grove,CAMBERWELL,VIC,3124,-37.83592,145.05722,$660.00,3,2,2,Apartment / Unit / Flat,0,660.0,"[-37.83592, 145.05722]",78
8417,16071144,2/6 stanhope grove,CAMBERWELL,VIC,3124,-37.8232,145.065247,"$475pw/$2,064pcm",2,1,1,Apartment / Unit / Flat,0,475.0,"[-37.8232, 145.065247]",78
8359,16066167,2/22 russell street,CAMBERWELL,VIC,3124,-37.82405,145.0635,$615 per week,2,2,1,Apartment / Unit / Flat,0,615.0,"[-37.82405, 145.0635]",78
8419,16067345,2/1266 toorak road,CAMBERWELL,VIC,3124,-37.8496056,145.084473,$695.00,3,1,4,Apartment / Unit / Flat,0,695.0,"[-37.8496056, 145.084473]",78
8403,16067486,36 cooloongatta road,CAMBERWELL,VIC,3124,-37.83729,145.0759,$700.00,3,2,2,House,0,700.0,"[-37.83729, 145.0759]",78
8416,16072540,2/22 donna buang st,CAMBERWELL,VIC,3124,-37.84529,145.066345,$480.00,2,1,1,Apartment / Unit / Flat,0,480.0,"[-37.84529, 145.066345]",78
8381,16037769,3/9 matlock street,CAMBERWELL,VIC,3124,-37.8272362,145.0707,$450 per week,2,1,1,Apartment / Unit / Flat,0,450.0,"[-37.8272362, 145.0707]",78
8393,10926822,2/15 orange grove,CAMBERWELL,VIC,3124,-37.8420944,145.067581,$1250 Neg. per week,5,3,6,Townhouse,0,1250.0,"[-37.8420944, 145.067581]",78
8430,15990919,39 lynden street,CAMBERWELL,VIC,3124,-37.8408623,145.086441,"$750pw/$3,259pcm",5,2,2,House,0,750.0,"[-37.8408623, 145.086441]",78
8404,16067485,3/171 wattle valley road,CAMBERWELL,VIC,3124,-37.8447,145.079788,$660.00,3,1,2,Townhouse,0,660.0,"[-37.8447, 145.079788]",78
8418,16069716,113/436 burke road,CAMBERWELL,VIC,3124,-37.84388,145.054642,$565.00,2,2,1,Apartment / Unit / Flat,0,565.0,"[-37.84388, 145.054642]",78
8380,16041749,11/995 burke road,CAMBERWELL,VIC,3124,-37.8227119,145.057846,$470 per week,2,1,1,Apartment / Unit / Flat,0,470.0,"[-37.8227119, 145.057846]",78
8368,16050362,105/565 camberwell road,CAMBERWELL,VIC,3124,-37.8444672,145.072128,$425 per week,1,1,1,Apartment / Unit / Flat,0,425.0,"[-37.8444672, 145.072128]",78
8388,15981008,1 nevis street,CAMBERWELL,VIC,3124,-37.8426056,145.078644,$750 pw,4,2,3,House,0,750.0,"[-37.8426056, 145.078644]",78
8425,16033923,128 through road,CAMBERWELL,VIC,3124,-37.83929,145.092392,$995.00,5,2,2,House,0,995.0,"[-37.83929, 145.092392]",78
8373,15990006,2a westbourne grove,CAMBERWELL,VIC,3124,-37.83312,145.068878,$430.00,2,1,1,Apartment / Unit / Flat,0,430.0,"[-37.83312, 145.068878]",78
8434,13411639,3/9 eddy street,CAMBERWELL,VIC,3124,-37.847126,145.073166,"$470pw/$2,042pcm",2,1,1,Apartment / Unit / Flat,0,470.0,"[-37.847126, 145.073166]",78
8364,16063463,64 glyndon road,CAMBERWELL,VIC,3124,-37.84004,145.078674,"$1,035",5,3,2,House,0,1035.0,"[-37.84004, 145.078674]",78
6884,16030024,3/11 ian grove,BURWOOD,VIC,3125,-37.8554878,145.120712,$390.00,2,1,1,Apartment / Unit / Flat,0,390.0,"[-37.8554878, 145.120712]",69
6903,16062062,29 loudon road,BURWOOD,VIC,3125,-37.8480225,145.099274,"$525pw/$2,281pcm",2,1,0,House,0,525.0,"[-37.8480225, 145.099274]",69
6876,8431379,308 burwood highway,BURWOOD,VIC,3125,-37.851,145.120911,APPLY NOW - Studio From $250/w & 2 Bed From $385/w,1,1,11,Apartment / Unit / Flat,0,250.0,"[-37.851, 145.120911]",69
6849,16067035,102/326-328 burwood highway,BURWOOD,VIC,3125,-37.85124,145.123108,$440 weekly,2,1,1,Apartment / Unit / Flat,0,440.0,"[-37.85124, 145.123108]",69
6848,16068083,50 eley road,BURWOOD,VIC,3125,-37.8452873,145.126785,$750 per week,4,1,2,House,0,750.0,"[-37.8452873, 145.126785]",69
6873,8599804,13/390 burwood highway,BURWOOD,VIC,3125,-37.8521233,145.130951,$230 per week,1,1,0,Apartment / Unit / Flat,0,230.0,"[-37.8521233, 145.130951]",69
6859,15190606,1/155 highbury road,BURWOOD,VIC,3125,-37.85512,145.111481,$655,4,2,2,Townhouse,0,655.0,"[-37.85512, 145.111481]",69
6853,16046782,5/415 warrigal road,BURWOOD,VIC,3125,-37.8580551,145.094482,$600,3,2,2,Townhouse,0,600.0,"[-37.8580551, 145.094482]",69
6901,16066602,3/84-86 roslyn street,BURWOOD,VIC,3125,-37.8439941,145.103561,$440 per week,2,1,2,Apartment / Unit / Flat,0,440.0,"[-37.8439941, 145.103561]",69
6871,8719577,386 burwood highway,BURWOOD,VIC,3125,-37.85224,145.130554,APPLY NOW - From $200 per week,1,1,0,Apartment / Unit / Flat,0,200.0,"[-37.85224, 145.130554]",69
6856,16003285,4/97-99 middleborough road,BURWOOD,VIC,3125,-37.84743,145.13298,$550 pw,4,2,2,Townhouse,0,550.0,"[-37.84743, 145.13298]",69
6900,16069378,3/24 edwards street,BURWOOD,VIC,3125,-37.84854,145.101837,$430 per week,2,1,2,Apartment / Unit / Flat,0,430.0,"[-37.84854, 145.101837]",69
6885,16014718,12 havelock street,BURWOOD,VIC,3125,-37.8514938,145.1179,$650.00,5,3,2,House,0,650.0,"[-37.8514938, 145.1179]",69
6870,8750268,133/386 burwood highway,BURWOOD,VIC,3125,-37.85224,145.130554,$225 per week,1,1,0,Apartment / Unit / Flat,0,225.0,"[-37.85224, 145.130554]",69
6888,15989035,116 station st,BURWOOD,VIC,3125,-37.8472366,145.12088,$160 pw Furnished,5,2,5,House,0,160.0,"[-37.8472366, 145.12088]",69
6861,15125216,399 highbury road,BURWOOD,VIC,3125,-37.8571968,145.129608,$455/W available 03/06/2021,3,2,2,House,0,455.0,"[-37.8571968, 145.129608]",69
6904,16054903,13 faelen street,BURWOOD,VIC,3125,-37.84513,145.106339,$375,3,1,1,House,0,375.0,"[-37.84513, 145.106339]",69
6895,8750652,g16/386 burwood highway,BURWOOD,VIC,3125,-37.85224,145.130554,$250 per week,1,1,0,Apartment / Unit / Flat,0,250.0,"[-37.85224, 145.130554]",69
6881,16041403,1/10 gillard street,BURWOOD,VIC,3125,-37.8511467,145.11441,$430.00,2,1,2,Apartment / Unit / Flat,0,430.0,"[-37.8511467, 145.11441]",69
6889,15965782,8 uganda street,BURWOOD,VIC,3125,-37.84403,145.108826,$850,6,2,0,Apartment / Unit / Flat,0,850.0,"[-37.84403, 145.108826]",69
6878,16049632,17 poole street,BURWOOD,VIC,3125,-37.84745,145.127563,$550,3,2,2,House,0,550.0,"[-37.84745, 145.127563]",69
6877,8431375,390 burwood highway,BURWOOD,VIC,3125,-37.85212,145.1309,APPLY NOW - From $210 per week,1,1,20,Apartment / Unit / Flat,0,210.0,"[-37.85212, 145.1309]",69
6891,15626345,13 puerta street,BURWOOD,VIC,3125,-37.84519,145.106918,$380.00 per week,3,1,1,House,0,380.0,"[-37.84519, 145.106918]",69
6874,8571566,06/390 burwood highway,BURWOOD,VIC,3125,-37.8521271,145.1309,$230 per week,1,1,0,Apartment / Unit / Flat,0,230.0,"[-37.8521271, 145.1309]",69
6908,15990989,169 highbury road,BURWOOD,VIC,3125,-37.8551559,145.112869,$500 Per Week,5,2,1,House,0,500.0,"[-37.8551559, 145.112869]",69
6909,15947582,8/2d ireland street,BURWOOD,VIC,3125,-37.8500443,145.106461,$695.00,4,3,2,Townhouse,0,695.0,"[-37.8500443, 145.106461]",69
6906,16029556,46 mcintyre street,BURWOOD,VIC,3125,-37.8508949,145.108246,$590.00,4,2,3,House,0,590.0,"[-37.8508949, 145.108246]",69
6882,16037943,3/20 johnston street,BURWOOD,VIC,3125,-37.8495331,145.130066,$640,3,3,1,Townhouse,0,640.0,"[-37.8495331, 145.130066]",69
6867,8750659,g17/386 burwood highway,BURWOOD,VIC,3125,-37.85224,145.130554,$250 per week,1,1,0,Apartment / Unit / Flat,0,250.0,"[-37.85224, 145.130554]",69
6872,8669278,41/390 burwood highway,BURWOOD,VIC,3125,-37.8521233,145.130951,$235 per week,1,1,0,Apartment / Unit / Flat,0,235.0,"[-37.8521233, 145.130951]",69
6892,14876781,1 varcoe close,BURWOOD,VIC,3125,-37.843586,145.10791,$600 per week,4,3,2,House,0,600.0,"[-37.843586, 145.10791]",69
6860,14317320,8 inverness avenue,BURWOOD,VIC,3125,-37.8454056,145.119675,Rooming house $880 per month all bills inclusive,10,10,0,House,0,880.0,"[-37.8454056, 145.119675]",69
6894,8752907,g14/386 burwood highway,BURWOOD,VIC,3125,-37.85224,145.130554,$235 per week,1,1,0,Apartment / Unit / Flat,0,235.0,"[-37.85224, 145.130554]",69
6883,16031862,112b/57 middlebourough road,BURWOOD,VIC,3125,-37.8512726,145.132019,$480PW,2,2,1,Apartment / Unit / Flat,0,480.0,"[-37.8512726, 145.132019]",69
11430,16063827,8 claremont crescent,CANTERBURY,VIC,3126,-37.82884,145.080582,"$700pw/$3,042pcm",3,2,2,House,0,700.0,"[-37.82884, 145.080582]",24
11426,16077796,31 bryson street,CANTERBURY,VIC,3126,-37.82835,145.080826,"$1,100.00",4,2,2,House,0,1100.0,"[-37.82835, 145.080826]",24
11438,15976709,23a bryson street,CANTERBURY,VIC,3126,-37.8272743,145.081131,$995 per week,4,2,2,House,0,995.0,"[-37.8272743, 145.081131]",24
11425,16077797,31 bryson street,CANTERBURY,VIC,3126,-37.82835,145.080826,"$1,100.00",4,2,2,House,0,1100.0,"[-37.82835, 145.080826]",24
11433,16037322,47 mangarra road,CANTERBURY,VIC,3126,-37.8181229,145.069,$900.00,5,2,4,House,0,900.0,"[-37.8181229, 145.069]",24
11435,16025491,1 torrington street,CANTERBURY,VIC,3126,-37.8189964,145.059723,$850 p.w,3,2,2,House,0,850.0,"[-37.8189964, 145.059723]",24
11443,14755668,110/85-101 maling road,CANTERBURY,VIC,3126,-37.82523,145.08049,$650 per week,2,2,1,Apartment / Unit / Flat,0,650.0,"[-37.82523, 145.08049]",24
11439,15964704,135 canterbury road,CANTERBURY,VIC,3126,-37.82312,145.0759,$980 Per Week,5,2,2,House,0,980.0,"[-37.82312, 145.0759]",24
11434,16029180,62 wentworth avenue,CANTERBURY,VIC,3126,-37.8176346,145.071976,"$1,025.00",4,2,2,House,0,1025.0,"[-37.8176346, 145.071976]",24
11422,15967100,34 balwyn road,CANTERBURY,VIC,3126,-37.819458,145.0805,$775.00,3,1,2,House,0,775.0,"[-37.819458, 145.0805]",24
11428,16070437,14 avenue athol,CANTERBURY,VIC,3126,-37.8200951,145.068069,$1400 Per Week,4,3,3,House,0,1400.0,"[-37.8200951, 145.068069]",24
11431,16056948,85a highfield road,CANTERBURY,VIC,3126,-37.83257,145.085129,$850 per week,3,2,2,Townhouse,0,850.0,"[-37.83257, 145.085129]",24
9263,16073535,1/15 union road,SURREY HILLS,VIC,3127,-37.8341675,145.0961,$560pw/$2.433pcm,3,2,1,Apartment / Unit / Flat,0,560.0,"[-37.8341675, 145.0961]",59
9280,15823087,1/22 chestnut street,SURREY HILLS,VIC,3127,-37.8349648,145.111176,$400 per week,2,1,1,Apartment / Unit / Flat,0,400.0,"[-37.8349648, 145.111176]",59
9252,16060773,101/176 union road,SURREY HILLS,VIC,3127,-37.82227,145.097626,$490.00,2,1,1,Apartment / Unit / Flat,0,490.0,"[-37.82227, 145.097626]",59
9254,16057526,67 victoria crescent,MONT ALBERT,VIC,3127,-37.81343,145.108231,$650.00,3,2,1,House,0,650.0,"[-37.81343, 145.108231]",59
9237,15904203,rooms/227 elgar road,SURREY HILLS,VIC,3127,-37.83533,145.11142,$160.00,1,2,6,House,0,160.0,"[-37.83533, 145.11142]",59
9269,16051113,2/10 lorne parade,MONT ALBERT,VIC,3127,-37.8225975,145.101974,"$480pw/$2,086pcm",2,1,1,Apartment / Unit / Flat,0,480.0,"[-37.8225975, 145.101974]",59
9267,16060025,30 high street,MONT ALBERT,VIC,3127,-37.8167229,145.107651,"$1,200.00",4,2,2,House,0,1200.0,"[-37.8167229, 145.107651]",59
9272,16042769,5/972 riversdale road,SURREY HILLS,VIC,3127,-37.83617,145.097519,$370 per week,1,1,1,Apartment / Unit / Flat,0,370.0,"[-37.83617, 145.097519]",59
9253,16058282,1/6 gilbert street,MONT ALBERT,VIC,3127,-37.8141747,145.112839,$500,2,1,1,Apartment / Unit / Flat,0,500.0,"[-37.8141747, 145.112839]",59
9275,16026767,8 shepreth street,SURREY HILLS,VIC,3127,-37.8149452,145.091354,$520.00,3,2,2,House,0,520.0,"[-37.8149452, 145.091354]",59
