name,rating,lat,lng,formatted_address
Cheltenham Police Station,4.6,-37.9647771,145.0566731,"1224 Nepean Hwy, Cheltenham VIC 3192, Australia"
Wonthaggi Police Station,3.1,-38.6078925,145.5898206,"75 Watt St, Wonthaggi VIC 3995, Australia"
Caulfield Police Station,3,-37.88124180000001,145.0233021,"289 Hawthorn Rd, Caulfield VIC 3162, Australia"
St Kilda Police Station,3.1,-37.8678376,144.9905539,"92 Chapel St, St Kilda VIC 3182, Australia"
Greensborough Police Station,3.1,-37.704077,145.0964913,"165 Grimshaw St, Greensborough VIC 3088, Australia"
Fitzroy Police Station,4.5,-37.8022314,144.9790286,"13 Condell St, Fitzroy VIC 3065, Australia"
Police Station,2.1,-37.7308142,144.7413976,"221 Caroline Springs Blvd, Caroline Springs VIC 3023, Australia"
Alexandra Police Station,3,-37.1885592,145.7078518,"33A Grant St, Alexandra VIC 3714, Australia"
Bunyip Police Station,3,-38.0975024,145.7177882,"4 Pearson St, Bunyip VIC 3815, Australia"
Prahran Police Station,2.7,-37.8484351,144.9999897,"396 Malvern Rd, Prahran VIC 3181, Australia"
Lara Police Station,1.7,-38.0234751,144.3961266,"6 Forest Rd S, Lara VIC 3212, Australia"
Dandenong Police Station,2,-37.9903893,145.2172704,"50 Langhorne St, Dandenong VIC 3175, Australia"
Epping Police Station,3.1,-37.6469804,145.02587,"785 High St, Epping VIC 3076, Australia"
Malvern Police Station,3.6,-37.8558875,145.0295703,"288 Glenferrie Rd, Malvern VIC 3144, Australia"
Bayside Police Station,2.6,-37.94854,145.0038565,"3191/25 Abbott St, Sandringham VIC 3191, Australia"
Mansfield Police Station,3,-37.0524199,146.0869393,"92 High St, Mansfield VIC 3722, Australia"
Seymour Police Station,3.6,-37.0204589,145.1297253,"58 Tallarook St, Seymour VIC 3660, Australia"
Rye Police Station,2.3,-38.3705094,144.8189635,"2 Dundas St, Rye VIC 3941, Australia"
Corio Police Station,2.7,-38.0736578,144.3582636,"117 Bacchus Marsh Rd, Corio VIC 3214, Australia"
Flinders Street Railway Station Police Booth,3.9,-37.8179474,144.967382,"226 Flinders St, Melbourne VIC 3000, Australia"
Hurstbridge Police Station,2,-37.6397784,145.1929564,"790 Main Rd, Hurstbridge VIC 3099, Australia"
Boroondara Police,4,-37.7996534,145.0518661,"Boroondara Police Complex, 34 Harp Rd, Kew East VIC 3101, Australia"
Fawkner Police Station,2.9,-37.7182206,144.9619425,"1151 Sydney Rd, Hadfield VIC 3046, Australia"
